"id","date","shop","gruppa","name","characteristic","quantity","item","price","amount","id_store"
"35","2018-07-20","Мир Крепежа","Расходники","Винт","М6 х 25мм. (полусфера) DIN 7985","8","шт.","2.00","12.00","52"
"36","2018-07-20","Мир Крепежа","Расходники","Болт","с внутренним шестигранником М6 х 20мм. DIN 912","8","шт.","2.00","12.00","52"
"37","2018-07-20","Мир Крепежа","Расходники","Болт","с внутренним шестигранником М6 х 35мм. DIN 912","8","шт.","2.00","16.00","52"
"38","2018-07-20","Мир Крепежа","Расходники","Болт","с внутренним шестигранником М6 х 16мм. DIN 912","8","шт.","1.00","8.00","52"
"39","2018-09-11","СтройБери","Расходники","Гвозди","фасованные 2,0 х 40мм., 0,5кг.","1","кг.","99.00","50.00","73"
"40","2018-09-11","СтройБери","Расходники","Саморезы","3,8 х 41мм редкая резьба","1","кг.","248.00","248.00","73"
"41","2018-09-11","СтройБери","Расходники","Саморезы","3,8 х 55мм. редкая резьба","1","кг.","248.00","248.00","73"
"42","2018-09-11","СтройБери","Расходники","Саморезы","3,8 х 75мм. редкая резьба","1","кг.","248.00","248.00","73"
"43","2018-09-11","СтройБери","Расходники","Саморезы","3,5 х 25мм. редкая резьба","1","кг.","248.00","248.00","73"
"44","2018-09-11","СтройБери","Расходники","Саморезы","4,2 х 95мм. редкая резьба","1","кг.","248.00","248.00","73"
"45","2018-09-11","СтройБери","Лакокрасочные","Кисть","флейцевая 2,5","2","шт.","45.00","90.00","73"
"46","2018-09-11","СтройБери","Лакокрасочные","Кисть","флейцевая 3,0""","1","шт.","59.00","59.00","73"
"47","2018-08-01","СтройБери","Стройматериалы","Цемент","ПЦ-500 50кг.","1","шт.","395.00","395.00","73"
"48","2018-07-31","СтройБери","Стройматериалы","Цемент","ПЦ-500 50кг.","1","шт.","395.00","395.00","73"
"49","2018-07-31","СтройБери","Инструмент","Сверло","по дереву, 3,0мм.","2","шт.","15.00","30.00","73"
"50","2018-12-01","СтройМир на Пугачёва","Расходники","Дюбель","-гвоздь 6 х 40мм. (200шт.)","1","шт.","155.00","155.00","66"
"51","2018-12-01","СтройМир на Пугачёва","Расходники","Саморезы","4,2 х 75мм. (500шт.) по дереву","1","шт.","585.00","585.00","66"
"52","2018-12-01","СтройМир на Пугачёва","Расходники","Саморезы","4,2 х 19мм. (100шт.) с пресс-шайбой острые","4","шт.","55.00","220.00","66"
"53","2018-12-01","СтройМир на Пугачёва","Расходники","Гвозди","32 х 1,8мм.","1","кг.","125.00","125.00","66"
"54","2018-12-01","СтройМир на Пугачёва","Расходники","Гвозди","40 х 2,0мм. оцинкованные","1","кг.","135.00","135.00","66"
"55","2018-12-01","СтройМир на Пугачёва","Расходники","Уголок","мебельный 50 х 50 х 17 х 2,0мм., белый, цинк","11","шт.","5.00","55.00","66"
"56","2018-12-01","СтройМир на Пугачёва","Расходники","Уголок","крепёжный равносторонний 50 х 50 х 40 х 2,0мм.","12","шт.","9.00","108.00","66"
"57","2018-12-01","СтройМир на Пугачёва","Расходники","Уголок","крепёжный равносторонний 40 х 40 х 40 х 2,0мм.","12","шт.","7.00","84.00","66"
"58","2018-12-01","СтройМир на Пугачёва","Расходники","Уголок","крепёжный равносторонний 60 х 60 х 50 х 2,0мм.","6","шт.","14.00","84.00","66"
"59","2018-12-01","СтройМир на Пугачёва","Расходники","Пластина","крепёжная 30 х 100 х 2,0мм.","12","шт.","10.00","120.00","66"
"60","2018-12-15","СтройМир на Пугачёва","Электрика","Розетка","4-х местная ОП Оптима РА16-402 16А (в комплекте с монтажной пластиной), белая, Кунцево","3","шт.","190.00","570.00","66"
"61","2018-12-15","СтройМир на Пугачёва","Электрика","Розетка","2-х местная ОП Хит SchE RA16-238I-B, 16А, 250В  (без защитных шторок, с заземлением, с изолирующей пластиной), белая","2","шт.","100.00","200.00","66"
"62","2018-12-15","СтройМир на Пугачёва","Электрика","Розетка","2-х местная ОП Хит SchE RA16-237-B, 16А, 250В  (без защитных шторок, без заземления), белая","2","шт.","70.00","140.00","66"
"63","2018-12-15","СтройМир на Пугачёва","Электрика","Вилка","штепсельная универсальная В6-001, 6А, белая, Витебск","2","шт.","21.00","42.00","66"
"64","2018-12-15","СтройМир на Пугачёва","Электрика","Вилка","штепсельная косая с з/к ASD 8526","1","шт.","40.00","40.00","66"
"65","2018-12-15","СтройМир на Пугачёва","Электрика","Коробка","распаечная 3-х рожковая, пластиковая, белая (КОР-73)","2","шт.","12.00","24.00","66"
"66","2018-11-03","СтройМир на Чиркова","Расходники","Саморезы","3,5 х 55мм. (500шт.) по дереву","1","шт.","355.00","355.00","67"
"67","2018-11-03","СтройМир на Чиркова","Расходники","Саморезы","4,2 х 19мм. (100шт.) с пресс-шайбой острые","2","шт.","55.00","110.00","67"
"68","2018-11-03","СтройМир на Чиркова","Расходники","Гвозди","финишные 35 х 1,8мм. цинк (1кг.)","1","шт.","155.00","155.00","67"
"69","2018-11-03","СтройМир на Чиркова","Химия","Грунтовка","Альмира, глубокого проникновения, 5л.","1","шт.","255.00","255.00","67"
"70","2018-11-03","СтройМир на Чиркова","Расходники","Пластина","крепёжная 30 х 100 х 2,0мм.","10","шт.","10.00","100.00","67"
"71","2018-11-03","СтройМир на Чиркова","Стройматериалы","Сайдинг","Дёке J-профиль L=3050мм., пломбир","8","шт.","125.00","1000.00","67"
"72","2018-11-03","СтройМир на Чиркова","Стройматериалы","Сайдинг","Дёке Молдинг L=3050мм., пломбир","1","шт.","295.00","295.00","67"
"73","2018-11-03","СтройМир на Чиркова","Стройматериалы","Джут","межвенцовый 100 х 5мм. х 20м. (рулон)","3","шт.","110.00","330.00","67"
"75","2015-07-13","Мастер-ПРОФ","Расходники","Кран","шаровый RUC 1"" с/ш (ручка) 01-0-0","2","шт.","390.00","780.00","44"
"76","2017-08-13","СтройБери","Лакокрасочные","Кисть","флейцевая 2,0""","1","шт.","40.00","40.00","73"
"77","2017-08-13","СтройБери","Лакокрасочные","Кисть","флейцевая 2,5""","2","шт.","45.00","90.00","73"
"78","2018-08-15","СтройБери","Расходники","Гвозди","фасованные 2,0 х 40мм., 0,3кг.","1","шт.","30.00","30.00","73"
"79","2018-08-15","СтройБери","Стройматериалы","Джут","межвенцовый 100 х 10мм. х 10м., 700гр./кв.м.","2","шт.","162.00","324.00","73"
"80","2017-08-17","СтройМир на Пугачёва","Лакокрасочные","Краска","масляная МА-15 светло-голубая, 1,9кг., Радуга-малер","1","шт.","230.00","230.00","66"
"81","2017-08-17","СтройМир на Пугачёва","Расходники","Гвозди","строительные 100 х 4,0мм.","2","кг.","77.00","154.00","66"
"82","2017-08-17","Реал Маркет Котлас","Инструмент","Рулетка","Хард 3м. х 16мм., прорезиненный корпус","1","шт.","116.00","116.00","2"
"83","2017-08-17","Реал Маркет Котлас","Стройматериалы","Колено","72 (пломбир)","3","шт.","120.00","349.00","2"
"84","2017-08-17","Реал Маркет Котлас","Стройматериалы","Воронка","(пломбир)","2","шт.","215.00","417.00","2"
"85","2017-08-17","Реал Маркет Котлас","Стройматериалы","Муфта","соединительная (пломбир)","1","шт.","60.00","58.00","2"
"86","2017-08-17","Реал Маркет Котлас","Стройматериалы","Наконечник","(пломбир)","1","шт.","115.00","112.00","2"
"87","2017-08-17","Реал Маркет Котлас","Стройматериалы","Элемент","(пломбир)","2","шт.","155.00","301.00","2"
"88","2017-08-17","Реал Маркет Котлас","Стройматериалы","Заглушка","воронки (пломбир)","2","шт.","60.00","116.00","2"
"89","2017-08-17","Реал Маркет Котлас","Стройматериалы","Заглушка","(пломбир)","1","шт.","60.00","58.00","2"
"90","2017-08-17","Реал Маркет Котлас","Стройматериалы","Хомут","универсальный (пломбир)","1","шт.","45.00","44.00","2"
"91","2017-05-22","СтройБери","Стройматериалы","Ветрозащита","Стройбонд А 35 кв.м.","1","шт.","550.00","550.00","73"
"92","2017-05-22","СтройБери","Расходники","Полотно","ножовочное по металлу 300мм.","5","шт.","15.00","75.00","73"
"93","2017-05-22","СтройБери","Лакокрасочные","Кисть","флейцевая 1,5""","1","шт.","30.00","30.00","73"
"94","2017-08-11","Ёлки-палки","Дерево","Доска","имитация бруса 18 х 140 х 2500мм. сорт АВ","10","шт.","54.00","540.00","25"
"95","2017-09-01","СтройМир на Чиркова","Стройматериалы","Сайдинг","Nordside / панель (3050 х 231мм.) индиго","7","шт.","175.00","1225.00","67"
"96","2017-09-01","СтройМир на Чиркова","Стройматериалы","Сайдинг","Nordside / карнизная доска J-профиль (белый) 3,05м.","3","шт.","485.00","1455.00","67"
"97","2017-09-01","СтройМир на Чиркова","Стройматериалы","Сайдинг","Nordside / стартовая рейка (белая) 3,05м.","2","шт.","160.00","320.00","67"
"98","2017-09-01","СтройМир на Чиркова","Стройматериалы","Сайдинг","Nordside / финишная рейка (белая) 3,05м.","3","шт.","175.00","525.00","67"
"99","2017-09-06","СтройМир на Чиркова","Стройматериалы","Сайдинг","Nordside / J-профиль, белый, 3,05м.","1","шт.","180.00","180.00","67"
"100","2017-09-06","СтройМир на Чиркова","Стройматериалы","Сайдинг","Nordside / панель (3050 х 231мм.) индиго","3","шт.","175.00","525.00","67"
"101","2017-09-06","СтройМир на Чиркова","Электрика","Вилка","штепсельная универсальная В6-001, 6А, белая, Витебск","2","шт.","20.00","40.00","67"
"102","2017-09-01","Реал Маркет Коряжма","Химия","Клей","Момент Супер мульти-карта, 3гр.","1","шт.","45.00","44.00","1"
"103","2017-09-01","Реал Маркет Коряжма","Лакокрасочные","Краска","Сурик железный МА-15 Царицынские краски, 3кг.","1","шт.","345.00","335.00","1"
"104","2017-09-01","Реал Маркет Коряжма","Стройматериалы","Колено","45 (пломбир)","2","шт.","135.00","262.00","1"
"105","2017-09-01","Реал Маркет Коряжма","Стройматериалы","Колено","72 (пломбир)","2","шт.","120.00","233.00","1"
"106","2017-09-01","Реал Маркет Коряжма","Стройматериалы","Соединитель","желобов (пломбир)","5","шт.","110.00","534.00","1"
"107","2017-09-01","Реал Маркет Коряжма","Стройматериалы","Заглушка","(пломбир)","1","шт.","50.00","49.00","1"
"108","2017-09-01","Реал Маркет Коряжма","Стройматериалы","Хомут","универсальный (пломбир)","1","шт.","45.00","44.00","1"
"109","2017-09-01","Реал Маркет Коряжма","Стройматериалы","Кронштейн","желоба пластмассовый (пломбир)","12","шт.","35.00","408.00","1"
"110","2017-10-17","Лес и Дом Котлас","Инструмент","Цепь","пильная 14 3/8 1,3 53 Oregon OM GS35 Э64884","1","шт.","405.00","405.00","40"
"111","2018-06-07","Пилорама","Дерево","Доска","150 х 25 х 4000мм.","1","куб.м.","5900.00","5900.00","61"
"112","2018-06-07","Пилорама","Дерево","Доска","(100-150) х 25 х 2000мм.","2","куб.м.","3450.00","6900.00","61"
"113","2018-06-18","Реал Маркет В-Устюг","Расходники","Круг","фетровый 125мм. с липучкой","1","шт.","210.00","210.00","3"
"114","2018-06-18","Реал Маркет В-Устюг","Расходники","Диск","шлифовальный 125мм. с липучкой, гайка М14 (NR-2)","1","шт.","230.00","230.00","3"
"115","2017-09-10","СтройМир на Пугачёва","Расходники","Шайба","DIN127 гроверная М10","12","шт.","1.00","6.00","66"
"116","2017-09-10","СтройМир на Пугачёва","Расходники","Шайба","DIN127 гроверная М6","12","шт.","0.00","2.00","66"
"117","2017-09-10","СтройМир на Пугачёва","Расходники","Шайба","DIN125 цинк d=6mm.","20","шт.","0.00","4.00","66"
"118","2017-09-10","СтройМир на Пугачёва","Расходники","Шайба","DIN9021 цинк увеличенная d=4mm.","20","шт.","0.00","4.00","66"
"119","2017-09-10","СтройМир на Пугачёва","Расходники","Шайба","DIN9021 цинк увеличенная d=5mm.","20","шт.","0.00","6.00","66"
"120","2017-09-10","СтройМир на Пугачёва","Расходники","Шайба","DIN9021 цинк увеличенная d=6mm.","20","шт.","1.00","12.00","66"
"121","2017-09-10","СтройМир на Пугачёва","Расходники","Винт","DIN7985 М4 х 10мм., полусфера","20","шт.","1.00","10.00","66"
"122","2017-09-10","СтройМир на Пугачёва","Расходники","Винт","DIN7985 М4 х 8мм., полусфера","12","шт.","1.00","6.00","66"
"123","2017-09-10","СтройМир на Пугачёва","Расходники","Винт","DIN7985 М5 х 10мм., полусфера","12","шт.","1.00","12.00","66"
"124","2017-09-10","СтройМир на Пугачёва","Расходники","Винт","DIN7985 М5 х 30мм., полусфера","10","шт.","2.00","15.00","66"
"125","2017-09-10","СтройМир на Пугачёва","Расходники","Винт","DIN7985 М5 х 40мм., полусфера","10","шт.","2.00","15.00","66"
"126","2017-09-10","СтройМир на Пугачёва","Расходники","Винт","М5 х 100мм., потай","20","шт.","3.00","60.00","66"
"127","2017-10-06","Окна Абсолют","Стройматериалы","Дверь","входная стеклопластиковая, белая VEKA Euroline ","1","шт.","13220.00","13220.00","94"
"128","2018-05-30","СтройБери","Лакокрасочные","Лак","яхтный глянцевый 2,7кг. РадугаМалер","1","шт.","720.00","720.00","73"
"129","2018-05-30","СтройБери","Лакокрасочные","Краска","эмаль ПФ-266 для пола золотистая 5,0кг. FARBITEX","1","шт.","630.00","630.00","73"
"130","2018-05-30","СтройБери","Химия","Антисептик","ХМФ-221, 5л.","1","шт.","305.00","305.00","73"
"131","2018-05-30","СтройБери","Инструмент","Сверло","перовое D=16мм. х 152мм.","1","шт.","60.00","60.00","73"
"132","2018-05-30","СтройБери","Инструмент","Сверло","перовое D=18мм. х 152мм.","1","шт.","60.00","60.00","73"
"133","2018-05-30","СтройБери","Инструмент","Сверло","перовое D=20мм. х 152мм.","1","шт.","65.00","65.00","73"
"134","2018-05-30","СтройБери","Инструмент","Сверло","перовое D=22мм. х 152мм.","1","шт.","75.00","75.00","73"
"135","2018-05-04","СтройМир на Пугачёва","Расходники","Муфта","PPRC полипропиленовая d=20мм.","3","шт.","4.00","12.00","66"
"136","2018-05-04","СтройМир на Пугачёва","Расходники","Пробка","PPRC полипропиленовая d=20мм.","1","шт.","4.00","4.00","66"
"137","2018-05-04","СтройМир на Пугачёва","Сантехника","Угол","ПП 45*20мм., белый","3","шт.","6.00","18.00","66"
"138","2018-05-04","СтройМир на Пугачёва","Сантехника","Угол","ПП 90*20мм., белый","1","шт.","5.00","5.00","66"
"139","2018-05-04","СтройМир на Пугачёва","Сантехника","Труба","канализационная d=110 х 2,2мм. х 1,0м. ","1","шт.","155.00","155.00","66"
"140","2018-05-04","СтройМир на Пугачёва","Сантехника","Труба","канализационная d=110 х 2,2мм. х 2,0м. ","1","шт.","295.00","295.00","66"
"141","2018-05-04","СтройМир на Пугачёва","Сантехника","Отвод","d=110мм. х 90град. ","1","шт.","60.00","60.00","66"
"142","2018-05-04","СтройМир на Пугачёва","Сантехника","Труба","PPRC полипропиленовая d=20мм., PN20, 4м.","1","шт.","145.00","145.00","66"
"143","2018-05-04","СтройМир на Чиркова","Лакокрасочные","Лак","яхтный глянцевый 10л. Престиж","1","шт.","2734.00","2734.00","67"
"144","2018-05-04","СтройМир на Чиркова","Стройматериалы","Ручка","дверная деревянная РС-140Д","3","шт.","69.00","206.00","67"
"145","2018-05-04","СтройМир на Пугачёва","Расходники","Гвозди","финишные 35 х 1,8мм. цинк (1кг.)","1","шт.","180.00","180.00","66"
"146","2018-05-04","СтройМир на Пугачёва","Расходники","Пластина","крепёжная 40 х 140 х 2,0мм.","10","шт.","14.00","140.00","66"
"147","2017-09-21","СтройБери","Химия","Клей","герметик Момент-монтаж один для всего, 290мл., прозрачный","1","шт.","485.00","485.00","73"
"148","2018-05-04","Тёплый Дом Котлас","Стройматериалы","Джут","межвенцовый 100 х 5мм. х 20м. (рулон)","2","шт.","240.00","240.00","78"
"149","2017-12-16","Инструмент","Инструмент","Фреза","пазовая, 2 лезвия d=8мм., l=25,4мм., HM 2608628372 Bosch","1","шт.","430.00","430.00","32"
"150","2018-03-31","СтройБери","Расходники","Саморезы","3,8 х 51мм. редкая резьба","1","кг.","220.00","220.00","73"
"151","2018-03-31","СтройБери","Расходники","Саморезы","3,8 х 75мм., редкая резьба","1","кг.","220.00","220.00","73"
"152","2018-03-31","СтройБери","Расходники","Гвозди","финишные 40 х 1,8мм. цинк (0,22кг.)","1","кг.","175.00","175.00","73"
"153","2018-03-31","СтройБери","Расходники","Гвозди","финишные 50 х 1,8мм. цинк (0,24кг.)","1","кг.","175.00","175.00","73"
"154","2018-03-31","СтройБери","Расходники","Кляймер","крепёж для вагонки, панелей, №4","7","шт.","50.00","350.00","73"
"155","2018-05-21","ИП Хамцев","Дерево","Доска","Евровагонка В 1/с 12,5см*88см*1,8м","360","шт.","25.00","8880.00","35"
"156","2018-05-11","СтройБери","Сантехника","Труба","канализационная d=110 х 2,2мм. х 3,0м. ","1","шт.","450.00","450.00","73"
"157","2018-05-11","СтройБери","Стройматериалы","Хомут","пласт.","3","шт.","22.00","66.00","73"
"158","2018-05-21","Реал Маркет Коряжма","Химия","Пена","монтажная Tytan Professional 65, 750мл.","2","шт.","439.00","878.00","1"
"159","2018-05-21","Реал Маркет Коряжма","Химия","Растворитель","646 Ясхим 1л.","1","л.","119.00","119.00","1"
"160","2018-05-19","СтройБери","Лакокрасочные","Краска","эмаль ПФ-115 светло-голубая STATUS, 20кг.","2","шт.","2000.00","2000.00","73"
"161","2018-05-19","СтройБери","Лакокрасочные","Краска","эмаль ПФ-266 для пола золотистая 5,0кг. FARBITEX","1","шт.","630.00","630.00","73"
"162","2018-05-19","СтройБери","Лакокрасочные","Кисть","плоская с деревянной лакированной ручкой №2,5 63мм., Петрович","1","шт.","50.00","50.00","73"
"163","2018-05-19","СтройБери","Лакокрасочные","Кисть","плоская с деревянной лакированной ручкой №2,0 50мм., Петрович","1","шт.","30.00","30.00","73"
"164","2018-05-19","СтройБери","Лакокрасочные","Кисть","плоская с деревянной лакированной ручкой №1,5 38мм., Петрович","1","шт.","25.00","25.00","73"
"165","2018-05-19","СтройБери","Лакокрасочные","Кисть","плоская Стандарт №1,0 25мм.","1","шт.","20.00","20.00","73"
"166","2018-05-15","Ёлки-палки","Дерево","Доска","Евровагонка С 2/с 12,5см*88см*2,0м","20","шт.","23.00","460.00","25"
"167","2018-05-15","Ёлки-палки","Дерево","Доска","Евровагонка А в/с 12,5см*88см*1,8м","10","шт.","30.00","296.00","25"
"168","2018-05-15","Ёлки-палки","Дерево","Доска","Евровагонка В 1/с 12,5см*88см*1,8м","80","шт.","30.00","2368.00","25"
"169","2018-05-15","Ёлки-палки","Дерево","Доска","Евровагонка В 1/с 12,5см*88см*2,1м","20","шт.","47.00","940.00","25"
"170","2018-05-15","Ёлки-палки","Дерево","Доска","Евровагонка В 1/с 12,5см*88см*2,0м","50","шт.","45.00","2230.00","25"
"171","2018-05-15","Ёлки-палки","Дерево","Плинтус","18 х 55мм. х 3,0м.","9","шт.","69.00","621.00","25"
"172","2017-08-17","СтройБери","Расходники","Саморезы","кровельные 4,8 х 29мм., оцинкованные","400","шт.","2.00","600.00","73"
"173","2017-08-17","СтройБери","Расходники","Саморезы","4,2 х 19мм. с пресс-шайбой острые, оцинкованные","1","кг.","220.00","220.00","73"
"174","2017-08-17","СтройБери","Лакокрасочные","Кисть","плоская 38мм., Успех","1","шт.","60.00","60.00","73"
"175","2017-08-17","СтройБери","Лакокрасочные","Кисть","плоская 25мм., Суприм Аква Бибер 31201","1","шт.","35.00","35.00","73"
"176","2017-08-17","СтройБери","Лакокрасочные","Кисть","флейцевая 1,5""","1","шт.","30.00","30.00","73"
"177","2017-11-01","СтройБери","Расходники","Саморезы","кровельные 4,8 х 35мм., RALL 6005 (зелёный мох)","50","шт.","2.00","120.00","73"
"178","2017-12-17","Электрика для электрика","Электрика","Коробка","распаечная 3-х рожковая, пластиковая, белая (КОР-73)","5","шт.","10.00","50.00","86"
"179","2017-11-24","Баранка","Химия","Масло","моторное Noname М8В","1","л.","110.00","110.00","18"
"180","2018-12-17","Сима-Ленд","Инструмент","Аппарат","сварочный Ресанта САИ-190К инвертор ММА ВС 2419829","1","шт.","5637.00","5637.00","69"
"181","2017-05-22","Ёлки-палки","Дерево","Доска","Евровагонка А в/с 12,5см*88см*2,1м","150","шт.","51.00","7650.00","25"
"182","2017-05-22","Ёлки-палки","Дерево","Доска","Евровагонка В 1/с 12,5см*88см*2,1м","70","шт.","42.00","2940.00","25"
"183","2017-05-22","Ёлки-палки","Дерево","Доска","Евровагонка В 1/с 12,5см*88см*2,0м","50","шт.","40.00","1990.00","25"
"184","2014-05-22","СтройБери","Электрика","Выключатель","двойной","2","шт.","50.00","100.00","73"
"185","2014-05-22","СтройБери","Электрика","Лампа","люминисцентная","3","шт.","65.00","195.00","73"
"186","2014-05-22","СтройБери","Электрика","Розетка","2-х местная ОП Хит SchE RA16-237-B, 16А, 250В  (без защитных шторок, без заземления), белая","3","шт.","50.00","150.00","73"
"187","2014-05-22","СтройБери","Электрика","Лампа","накаливания 95Вт","6","шт.","20.00","120.00","73"
"188","2014-05-22","СтройБери","Электрика","Лампа","накаливания 60Вт","3","шт.","20.00","60.00","73"
"189","2014-05-22","СтройБери","Электрика","Лампа","накаливания 40Вт","6","шт.","20.00","120.00","73"
"190","2014-05-22","СтройБери","Электрика","Лампа","накаливания 25Вт","4","шт.","20.00","80.00","73"
"191","2014-05-22","ГазСервис","Бытовая техника","Счётчик","газовый","1","шт.","2000.00","2000.00","27"
"192","2014-05-22","Мастер-ПРОФ","Инструмент","Пила","электрическая, цепная, FIT 1600 Вт","1","шт.","6700.00","6700.00","44"
"193","2014-05-22","Пилорама","Дерево","Доска","150 х 25 х 4000мм. (130шт.)","2","куб.м.","6000.00","6000.00","61"
"194","2014-05-22","Пилорама","Дерево","Доска","200 х 50 х 6000мм. (56шт.)","2","куб.м.","3000.00","6000.00","61"
"195","2014-05-22","Реал Маркет Котлас","Электрика","Кабель","ПВС, 2 х2,5мм. х 40м.","40","м.","40.00","1600.00","2"
"196","2014-05-22","СтройБери","Стройматериалы","Утеплитель","плиты Пеноплекс толщина 50мм. - 24шт. ","3","шт.","1500.00","4500.00","73"
"197","2015-07-12","СтройБери","Сантехника","Насос","электрический для системы отопления, 2 крана, фильтр","4","шт.","4190.00","4190.00","73"
"198","2015-05-22","СтройБери","Химия","Антисептик","ХМ-11, 5л.","2","шт.","400.00","800.00","73"
"199","2014-05-22","СтройБери","Химия","Антисептик","ХМ-11, 10л.","1","шт.","538.00","538.00","73"
"200","2016-05-22","СтройБери","Химия","Антисептик","ХМ-11, 10л.","1","шт.","550.00","550.00","73"
"201","2015-05-22","СтройБери","Стройматериалы","Дверь","межкомнатная 200 х 80см. (белёный дуб). Полотно, наличники, коробка, ручка-защёлка, дверные петли.","1","шт.","4726.00","4726.00","73"
